preface,,
corrupt,"# adjective. (of people) willing to use their power to do dishonest or illegal things in return for money or to get an advantage 
– > a corrupt regime 
# 2. (of behavior) dishonest or immoral
# 3. (computing) containing changes or faults, and no longer in the original state
– > corrupt software
# +adverb form: corruptly 
# verb. to have a bad effect on something and make them behave in an immoral or dishonest way
– > He was corrupted by power and ambition.
= > … a second signal may occur between them, leaving the variable in a corrupted state.",
midway,"# adverb. in the middle of a period of time; between two place | synonym: halfway
– > The hotel is situated midway between the two airports.
= > Linux guarantees that assignment to variables of this type are performed in a single instruction and therefore cannot be interrupted midway.",
skeleton,"# noun. the structure of bones that supports the body of a person or an animal; a model of this structure
– > The human skeleton consists of 206 bones.
# 3. the main structure that supports a building, etc | framework 
– > Only the concrete skeleton of the factory remained.
# 4. the basic outline of a plan, piece or writing, etc to which more details can e add later
= > This program skeleton in Listing 3.5 for instance, uses a single-handler function to count the number of time …",
troublesome,"# adjective. causing trouble, pain, etc over a long period of time | synonym: annoying
– > a troublesome cough / child / problem",
statistic,"# noun. AW. 1. statistics (also informal: stats) a collection of information shown in numbers 
– > crime / unemployment etc statistics 
# 3. (also informal stat)[C] a piece of information shown in number
– > An important statistic is that 94 percent of crime relates to property.
= > the wait3 functions returns CPU usage statistics about the existing child process,  and …",
vanish,"# verb. to disappear suddenly and/or in a way that you cannot explain 
– > He turned around and vanished into the house.
# 2. stop existing 
– > All thoughts of leaving vanished from his mind.
= > If a child process terminates while its parent is calling a wait function, the child process vanishes and its termination status is passed to its parent via the wait call.",
terminate,"# verb. formal. AW. to end; to make something end
– > Your contract of employment terminates in December
= > A zombie process is a process that has terminated but has not been cleaned up yet.",
elegant,"# adjective. 1. (of people or their behavior) attractive and showing a good sense of style | synonym: stylish 
– > She was tall and elegant.
# 3. (of a plan or an idea) showing skill and imagination, but simple
– > an elegant solution to the problem 
= > A more elegant solution is no notify the parent process when a child terminates.",
,,
chapter 4,# Threads ,
